platform,nama_pengguna,tanggal_komentar,komentar,rating,teks_cleaning,teks_casefolding,teks_normalisasi,teks_stemming,sentimen,skor_keyakinan,sentimen_rating,sentimen_prediksi,keyakinan_prediksi
Google Maps,Tech Home,setahun lalu,"Mengganti wifi ke VPN pemblokiran, tanpa pemberitahuan, tanpa komunikasi,
tidak bisa kembali ke wifi VPN yang berfungsi sebelumnya
Hanya 20Mbps dan VPN pemblokiran",1.0,Mengganti wifi ke VPN pemblokiran tanpa pemberitahuan tanpa komunikasi tidak bisa kembali ke wifi VPN yang berfungsi sebelumnya Hanya Mbps dan VPN pemblokiran,mengganti wifi ke vpn pemblokiran tanpa pemberitahuan tanpa komunikasi tidak bisa kembali ke wifi vpn yang berfungsi sebelumnya hanya mbps dan vpn pemblokiran,mengganti internet ke vpn pemblokiran tanpa pemberitahuan tanpa komunikasi tidak bisa kembali ke internet vpn yang berfungsi sebelumnya hanya mbps dan vpn pemblokiran,ganti internet vpn blokir tanpa pemberitahuan tanpa komunikasi tidak internet vpn fungsi belum mbps vpn blokir,netral,0.9997,negatif,netral,0.9977
Google Maps,Chaesar A,6 bulan lalu,"Kos disini nyaman, penjaganya juga ramah dan sangat membantu",,Kos disini nyaman penjaganya juga ramah dan sangat membantu,kos disini nyaman penjaganya juga ramah dan sangat membantu,kos disini nyaman penjaganya juga ramah dan sangat membantu,sini nyaman jaga ramah sangat bantu,positif,0.9997,,positif,0.9992
Google Maps,Salsabila,sebulan lalu,"Jujur URENG BANGET..  KAMARNYA SIH OKE, LOKASINYA JUGA BAGUS DEKAT MRT BUTTTTT..
PENJAGA ATAU KARYAWANNYA DAN JUGA MANAJEMENNYA SANGAT TIDAK HELPFUL, TIDAK CARE",1.0,Jujur URENG BANGET KAMARNYA SIH OKE LOKASINYA JUGA BAGUS DEKAT MRT BUTT PENJAGA ATAU KARYAWANNYA DAN JUGA MANAJEMENNYA SANGAT TIDAK HELPFUL TIDAK CARE,jujur ureng banget kamarnya sih oke lokasinya juga bagus dekat mrt butt penjaga atau karyawannya dan juga manajemennya sangat tidak helpful tidak care,jujur ureng sangat kamar baik lokasi juga bagus dekat mrt butt penjaga atau karyawannya dan juga manajemennya sangat tidak helpful tidak care,jujur ureng sangat kamar baik lokasi bagus dekat mrt butt jaga karyawannya manajemen sangat tidak helpful tidak care,negatif,0.9999,negatif,negatif,0.9984
Google Maps,Lhinkha Aline,2 tahun lalu,"Saya udh 2x mampir ketemen sy di covo laguna, yg pertama sy dtg pas plngny saya disambut sama penjaga kost(yg kecil agak gemuk&rada songong cara bicara&gayanya)",,Saya udh x mampir ketemen sy di covo laguna yg pertama sy dtg pas plngny saya disambut sama penjaga kost yg kecil agak gemuk rada songong cara bicara gayanya,saya udh x mampir ketemen sy di covo laguna yg pertama sy dtg pas plngny saya disambut sama penjaga kost yg kecil agak gemuk rada songong cara bicara gayanya,saya sudah kali mampir ketemen saya di covo laguna yang pertama saya datang pas plngny saya disambut sama penjaga kos yang kecil agak gemuk rada songong cara bicara gayanya,kali mampir ketemen covo laguna pertama datang pas plngny sambut sama jaga kecil gemuk rada songong cara bicara gaya,positif,0.9833,,positif,0.9943
Google Maps,icaa,6 bulan lalu,"Signal tv nya kurang bagus,toiletnya sempit.selebihnya cukup oke",5.0,Signal tv nya kurang bagus toiletnya sempit selebihnya cukup oke,signal tv nya kurang bagus toiletnya sempit selebihnya cukup oke,signal tv nya kurang bagus toiletnya sempit selebihnya cukup baik,signal kurang bagus toilet sempit lebih cukup baik,negatif,0.9998,positif,negatif,0.9987
Google Maps,RPJ Official,6 bulan lalu,"Gimana cara pesannya,lewat apk atau ad no yg bisa dihubungi?",,Gimana cara pesannya lewat apk atau ad no yg bisa dihubungi,gimana cara pesannya lewat apk atau ad no yg bisa dihubungi,bagaimana cara pesannya lewat aplikasi atau ada no yang bisa dihubungi,bagaimana cara pesan lewat aplikasi hubung,netral,0.9997,,netral,0.9989
Google Maps,pian sopian,7 bulan lalu,Direkomendasikan bagi Anda yang sedang mencari akomodasi.,,Direkomendasikan bagi Anda yang sedang mencari akomodasi,direkomendasikan bagi anda yang sedang mencari akomodasi,direkomendasikan bagi anda yang sedang mencari akomodasi,rekomendasi sedang cari akomodasi,positif,0.9982,,positif,0.9989
Google Maps,Mhmd Abkaeni,7 bulan lalu,wah cove ini whort id banget sesuai dengan vasilitasnya🥰,5.0,wah cove ini whort id banget sesuai dengan vasilitasnya,wah cove ini whort id banget sesuai dengan vasilitasnya,wah cove ini whort id sangat sesuai dengan vasilitasnya,whort sangat sesuai vasilitasnya,positif,0.9996,positif,positif,0.9987
Google Maps,Sony S,8 bulan lalu,"Saya senang dengan pegawainya, semua ramah dan murah senyum",5.0,Saya senang dengan pegawainya semua ramah dan murah senyum,saya senang dengan pegawainya semua ramah dan murah senyum,saya senang dengan pegawainya semua ramah dan murah senyum,senang pegawai semua ramah murah senyum,positif,0.9998,positif,positif,0.9991
Google Maps,Mutiara Niken,6 bulan lalu,Baru dibangun di kota. Bersih dan nyaman! Terima kasih,5.0,Baru dibangun di kota Bersih dan nyaman Terima kasih,baru dibangun di kota bersih dan nyaman terima kasih,baru dibangun di kota bersih dan nyaman terima kasih,baru bangun kota bersih nyaman terima kasih,positif,0.9995,positif,positif,0.999
Google Maps,luhtu putri,8 bulan lalu,"Kurang tempat parkir mobilnya saja, lainnya sudah baik",5.0,Kurang tempat parkir mobilnya saja lainnya sudah baik,kurang tempat parkir mobilnya saja lainnya sudah baik,kurang tempat parkir mobilnya saja lainnya sudah baik,kurang tempat parkir mobil lain baik,negatif,0.9988,positif,negatif,0.997
Google Maps,fuadi Samting,7 bulan lalu,"Sesuai dgn keinginan,enknya mau kmna""dekat dari krl",,Sesuai dgn keinginan enknya mau kmna dekat dari krl,sesuai dgn keinginan enknya mau kmna dekat dari krl,sesuai dengan keinginan enknya ingin kmna dekat dari krl,sesuai ingin enknya kmna dekat krl,positif,0.5693,,positif,0.9973
Google Maps,Jingga Yasmine,6 bulan lalu,Top untuk semua hanya lokasi nya agak ke dalam aja,5.0,Top untuk semua hanya lokasi nya agak ke dalam aja,top untuk semua hanya lokasi nya agak ke dalam aja,top untuk semua hanya lokasi nya agak ke dalam saja,top semua lokasi,positif,0.9696,positif,positif,0.9989
Google Maps,Geovany Gunawan,6 bulan lalu,Foto dan real sama. Tempat nyaman dan cukup luas.,5.0,Foto dan real sama Tempat nyaman dan cukup luas,foto dan real sama tempat nyaman dan cukup luas,foto dan real sama tempat nyaman dan cukup luas,foto real sama tempat nyaman cukup luas,positif,0.9995,positif,positif,0.9991
Google Maps,Muhammad Afra,7 bulan lalu,Kamarnya nyaman dan pelayanannya bagus.,5.0,Kamarnya nyaman dan pelayanannya bagus,kamarnya nyaman dan pelayanannya bagus,kamar nyaman dan pelayanannya bagus,kamar nyaman layan bagus,positif,0.9998,positif,positif,0.9991
Google Maps,Kepemilikan real,9 jam lalu,"Cove Art Living - Coliving & Hotel Tebet
O ꖉ 5 I ꖉ ꖉ 3 3 ꖉ 3 𝟩 3 CHAT WA.
harap di screenshot nama kost,,alamat tempat saya agar tidak terlalu banyak chat",5.0,Cove Art Living Coliving Hotel Tebet O I CHAT WA harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove art living coliving hotel tebet o i chat wa harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove art living coliving hotel tebet o i chat wa harap di screenshot nama kos alamat tempat saya agar tidak terlalu banyak chat,art living coliving hotel tebet chat harap screenshot nama alamat tempat tidak terlalu banyak chat,netral,0.9996,positif,netral,0.999
Google Maps,Feri Susanto,7 bulan lalu,"Security nya berat tangan ..
Lok strategis , enak..",3.0,Security nya berat tangan Lok strategis enak,security nya berat tangan lok strategis enak,security nya berat tangan lok strategis enak,security berat tangan lok strategis enak,positif,0.9995,netral,positif,0.9937
Google Maps,Oktaviani TH,2 bulan lalu,Staf yang tidak ramah dan tidak membantu,2.0,Staf yang tidak ramah dan tidak membantu,staf yang tidak ramah dan tidak membantu,staf yang tidak ramah dan tidak membantu,staf tidak ramah tidak bantu,negatif,0.9999,negatif,negatif,0.9989
Google Maps,Jeremy E,5 bulan lalu,"Penuh kecoak, layanan pelanggan tidak membantu.",,Penuh kecoak layanan pelanggan tidak membantu,penuh kecoak layanan pelanggan tidak membantu,penuh kecoak layanan pelanggan tidak membantu,penuh kecoak layan langgan tidak bantu,negatif,0.9999,,negatif,0.9988
Google Maps,Lina Widyastuti,7 bulan lalu,Tempatnya strategis dan cukup aman di kantong.,5.0,Tempatnya strategis dan cukup aman di kantong,tempatnya strategis dan cukup aman di kantong,tempat strategis dan cukup aman di kantong,tempat strategis cukup aman kantong,positif,0.9939,positif,positif,0.999
Google Maps,059_Putri Wulandari,5 bulan lalu,hunian yang nyaman dan dekat dengan kantor,5.0,hunian yang nyaman dan dekat dengan kantor,hunian yang nyaman dan dekat dengan kantor,hunian yang nyaman dan dekat dengan kantor,huni nyaman dekat kantor,positif,0.9997,positif,positif,0.9989
Google Maps,Muhammad Fajar,6 bulan lalu,Tempat tinggal terbaik yang pernah di tempati,,Tempat tinggal terbaik yang pernah di tempati,tempat tinggal terbaik yang pernah di tempati,tempat tinggal terbaik yang pernah di tempati,tempat tinggal baik pernah tempat,positif,0.9996,,positif,0.9989
Google Maps,Kepemilikan real,8 jam lalu,"Cove North Peak - Kost Tanjung Duren
O ꖉ 5 I ꖉ ꖉ 3 3 ꖉ 3 𝟩 3 CHAT WA.
harap di screenshot nama kost,,alamat tempat saya agar tidak terlalu banyak chat",,Cove North Peak Kost Tanjung Duren O I CHAT WA harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove north peak kost tanjung duren o i chat wa harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove north peak kos tanjung duren o i chat wa harap di screenshot nama kos alamat tempat saya agar tidak terlalu banyak chat,north peak tanjung duren chat harap screenshot nama alamat tempat tidak terlalu banyak chat,netral,0.9996,,netral,0.9989
Google Maps,Yohannes M. Santoso,3 tahun lalu,"Tim Dukungan dan Penjualan Cove benar-benar gila, manusia yang tak berguna. Kurasa, ada harga yang pantas.

Properti dan pengasuhnya saja sudah cukup.",,Tim Dukungan dan Penjualan Cove benar benar gila manusia yang tak berguna Kurasa ada harga yang pantas Properti dan pengasuhnya saja sudah cukup,tim dukungan dan penjualan cove benar benar gila manusia yang tak berguna kurasa ada harga yang pantas properti dan pengasuhnya saja sudah cukup,tim dukungan dan penjualan cove benar benar gila manusia yang tidak berguna kurasa ada harga yang pantas properti dan pengasuhnya saja sudah cukup,tim dukung jual benar benar gila manusia tidak guna rasa harga pantas properti asuh cukup,negatif,0.9999,,negatif,0.9988
Google Maps,Joko Sutisno,6 bulan lalu,kamar nyaman dengan lokasi yg sangat strategis,5.0,kamar nyaman dengan lokasi yg sangat strategis,kamar nyaman dengan lokasi yg sangat strategis,kamar nyaman dengan lokasi yang sangat strategis,kamar nyaman lokasi sangat strategis,positif,0.9997,positif,positif,0.999
Google Maps,Giovanni Sondakh,3 tahun lalu,"Bahaya dan hati2 sama COVE.
Iklannyabmemang bagus, tapi kalau mulai tinggal disana banyak masalah dan manajemen angkat tangan semua terhadap maslah2.",,Bahaya dan hati sama COVE Iklannyabmemang bagus tapi kalau mulai tinggal disana banyak masalah dan manajemen angkat tangan semua terhadap maslah,bahaya dan hati sama cove iklannyabmemang bagus tapi kalau mulai tinggal disana banyak masalah dan manajemen angkat tangan semua terhadap maslah,bahaya dan hati sama cove iklannyabmemang bagus tetapi kalau mulai tinggal disana banyak masalah dan manajemen angkat tangan semua terhadap masalah,bahaya hati sama iklannyabmemang bagus kalau mulai tinggal sana banyak masalah manajemen angkat tangan semua masalah,negatif,0.9997,,negatif,0.999
Google Maps,Kepemilikan real,8 jam lalu,"Cove Odilia Suite - Coliving Kemang
O ꖉ 5 I ꖉ ꖉ 3 3 ꖉ 3 𝟩 3 CHAT WA.
harap di screenshot nama kost,,alamat tempat saya agar tidak terlalu banyak chat",5.0,Cove Odilia Suite Coliving Kemang O I CHAT WA harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove odilia suite coliving kemang o i chat wa harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove odilia suite coliving kemang o i chat wa harap di screenshot nama kos alamat tempat saya agar tidak terlalu banyak chat,odilia suite coliving kemang chat harap screenshot nama alamat tempat tidak terlalu banyak chat,netral,0.9996,positif,netral,0.999
Google Maps,Andhika Saputra,7 bulan lalu,Ada nomor telepon hotel yang bisa di hubungi ?,5.0,Ada nomor telepon hotel yang bisa di hubungi,ada nomor telepon hotel yang bisa di hubungi,ada nomor telepon hotel yang bisa di hubungi,nomor telepon hotel hubung,netral,0.9997,positif,netral,0.9989
Google Maps,Kartika Mackulau,7 bulan lalu,"Nyaman, bersih, pegawainya baik2 semua 👌👌",5.0,Nyaman bersih pegawainya baik semua,nyaman bersih pegawainya baik semua,nyaman bersih pegawainya baik semua,nyaman bersih pegawai baik semua,positif,0.9974,positif,positif,0.999
Google Maps,Kepemilikan real,7 jam lalu,"Cove Nawaprita - Coliving Cilandak
O ꖉ 5 I ꖉ ꖉ 3 3 ꖉ 3 𝟩 3 CHAT WA.
harap di screenshot nama kost,,alamat tempat saya agar tidak terlalu banyak chat",5.0,Cove Nawaprita Coliving Cilandak O I CHAT WA harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove nawaprita coliving cilandak o i chat wa harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove nawaprita coliving cilandak o i chat wa harap di screenshot nama kos alamat tempat saya agar tidak terlalu banyak chat,nawaprita coliving cilandak chat harap screenshot nama alamat tempat tidak terlalu banyak chat,netral,0.9996,positif,netral,0.9989
Google Maps,Zainal Abidin,8 bulan lalu,Titik pengantaran sedikit meleset heheheee,3.0,Titik pengantaran sedikit meleset hehehee,titik pengantaran sedikit meleset hehehee,titik pengantaran sedikit meleset hehehee,titik antar sedikit meleset hehehee,negatif,0.9992,netral,negatif,0.9976
Google Maps,Adis,7 bulan lalu,Tempat menginap yang sangat menenangkan dan nyaman.,,Tempat menginap yang sangat menenangkan dan nyaman,tempat menginap yang sangat menenangkan dan nyaman,tempat menginap yang sangat menenangkan dan nyaman,tempat inap sangat tenang nyaman,positif,0.9997,,positif,0.9991
Google Maps,Ressa Amanda,6 bulan lalu,Tempatnya strategis dan kamarnya pun nyaman,5.0,Tempatnya strategis dan kamarnya pun nyaman,tempatnya strategis dan kamarnya pun nyaman,tempat strategis dan kamar pun nyaman,tempat strategis kamar nyaman,positif,0.9997,positif,positif,0.9991
Google Maps,Ibrahim Abdirabihi,7 bulan lalu,Semoga manajemen kedepannya lebih baik,5.0,Semoga manajemen kedepannya lebih baik,semoga manajemen kedepannya lebih baik,semoga manajemen kedepannya lebih baik,moga manajemen depan lebih baik,positif,0.9995,positif,positif,0.998
Google Maps,Heri Herwandi,3 hari lalu,"Kamarnya gak kedap suara, dampaknya kalau lagi ada kucing yang kawin di kamar sebelah sampe kedengeran. Bikin sulit tidur orang, karena kebrisikan",1.0,Kamarnya gak kedap suara dampaknya kalau lagi ada kucing yang kawin di kamar sebelah sampe kedengeran Bikin sulit tidur orang karena kebrisikan,kamarnya gak kedap suara dampaknya kalau lagi ada kucing yang kawin di kamar sebelah sampe kedengeran bikin sulit tidur orang karena kebrisikan,kamar tidak kedap suara dampaknya kalau lagi ada kucing yang kawin di kamar sebelah sampai kedengaran bikin sulit tidur orang karena kebrisikan,kamar tidak kedap suara dampak kalau kucing kawin kamar belah dengar bikin sulit tidur orang kebrisikan,negatif,0.9995,negatif,negatif,0.9989
Google Maps,Bintang TP,2 tahun lalu,"Lokasinya strategis, dekat stasiun, wifi bagus, ada dapur bersama.

Ngomong-ngomong, ini self check-in. Anda bisa memindai barcode & meminta kunci",2.0,Lokasinya strategis dekat stasiun wifi bagus ada dapur bersama Ngomong ngomong ini self check in Anda bisa memindai barcode meminta kunci,lokasinya strategis dekat stasiun wifi bagus ada dapur bersama ngomong ngomong ini self check in anda bisa memindai barcode meminta kunci,lokasi strategis dekat stasiun internet bagus ada dapur bersama mengomong mengomong ini self check ini anda bisa memindai barcode meminta kunci,lokasi strategis dekat stasiun internet bagus dapur sama omong omong self check pindai barcode minta kunci,positif,0.9981,negatif,positif,0.9984
Google Maps,Kepemilikan real,7 jam lalu,"Cove W Suites - Coliving Tebet
O ꖉ 5 I ꖉ ꖉ 3 3 ꖉ 3 𝟩 3 CHAT WA.
harap di screenshot nama kost,,alamat tempat saya agar tidak terlalu banyak chat",5.0,Cove W Suites Coliving Tebet O I CHAT WA harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove w suites coliving tebet o i chat wa harap di screenshot nama kost alamat tempat saya agar tidak terlalu banyak chat,cove saya suites coliving tebet o i chat wa harap di screenshot nama kos alamat tempat saya agar tidak terlalu banyak chat,suites coliving tebet chat harap screenshot nama alamat tempat tidak terlalu banyak chat,netral,0.9996,positif,netral,0.9989
